*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 21 2024 21:50:18
*************************************************
parsing config file: /home/shichen/os/compile-time-prefetcher-classification/ChampSim/config/pythia.ini

trace_0 /home/shichen/os/compile-time-prefetcher-classification/ChampSim/traces/410.bwaves-2097B.champsimtrace.xz
Core_0_L2C_total_access 44106816
Core_0_L2C_total_hit 34836905
Core_0_L2C_total_miss 9269911
Core_0_L2C_loads 9930101
Core_0_L2C_load_hit 9305475
Core_0_L2C_load_miss 624626
Core_0_L2C_RFOs 264338
Core_0_L2C_RFO_hit 44110
Core_0_L2C_RFO_miss 220228
Core_0_L2C_prefetches 33444559
Core_0_L2C_prefetch_hit 25021167
Core_0_L2C_prefetch_miss 8423392
Core_0_L2C_writebacks 467818
Core_0_L2C_writeback_hit 466153
Core_0_L2C_writeback_miss 1665
Core_0_L2C_prefetch_requested 58783143
Core_0_L2C_prefetch_dropped 8569033
Core_0_L2C_prefetch_issued 50214110
Core_0_L2C_prefetch_filled 10180298
Core_0_L2C_prefetch_useful 10177862
Core_0_L2C_prefetch_useless 2415
Core_0_L2C_prefetch_late 442199
Core_0_L2C_average_miss_latency 307.43738

Core_0_L2C_rq_access 10200048
Core_0_L2C_rq_forward 0
Core_0_L2C_rq_merged 0
Core_0_L2C_rq_to_cache 10194439
Core_0_L2C_rq_full 0

Core_0_L2C_wq_access 467818
Core_0_L2C_wq_forward 5701
Core_0_L2C_wq_merged 0
Core_0_L2C_wq_to_cache 467818
Core_0_L2C_wq_full 0

Core_0_L2C_pq_access 50214110
Core_0_L2C_pq_forward 0
Core_0_L2C_pq_merged 2922639
Core_0_L2C_pq_to_cache 47291379
Core_0_L2C_pq_full 0

Core_0_L2C_acc_epochs 468393
Core_0_L2C_acc_level_0 1
Core_0_L2C_acc_level_1 0
Core_0_L2C_acc_level_2 120
Core_0_L2C_acc_level_3 235
Core_0_L2C_acc_level_4 893
Core_0_L2C_acc_level_5 2461
Core_0_L2C_acc_level_6 4807
Core_0_L2C_acc_level_7 11583
Core_0_L2C_acc_level_8 37207
Core_0_L2C_acc_level_9 411086

Core_0_LLC_total_access 9660105
Core_0_LLC_total_hit 31737
Core_0_LLC_total_miss 9628368
Core_0_LLC_loads 182584
Core_0_LLC_load_hit 979
Core_0_LLC_load_miss 181605
Core_0_LLC_RFOs 220228
Core_0_LLC_RFO_hit 1
Core_0_LLC_RFO_miss 220227
Core_0_LLC_prefetches 8865434
Core_0_LLC_prefetch_hit 12677
Core_0_LLC_prefetch_miss 8852757
Core_0_LLC_writebacks 391859
Core_0_LLC_writeback_hit 18080
Core_0_LLC_writeback_miss 373779
Core_0_LLC_prefetch_requested 0
Core_0_LLC_prefetch_dropped 0
Core_0_LLC_prefetch_issued 0
Core_0_LLC_prefetch_filled 10607098
Core_0_LLC_prefetch_useful 31
Core_0_LLC_prefetch_useless 10605139
Core_0_LLC_prefetch_late 0
Core_0_LLC_average_miss_latency 273.14642

Core_0_LLC_rq_access 402812
Core_0_LLC_rq_forward 0
Core_0_LLC_rq_merged 0
Core_0_LLC_rq_to_cache 402812
Core_0_LLC_rq_full 0

Core_0_LLC_wq_access 391859
Core_0_LLC_wq_forward 0
Core_0_LLC_wq_merged 0
Core_0_LLC_wq_to_cache 391859
Core_0_LLC_wq_full 0

Core_0_LLC_pq_access 10622502
Core_0_LLC_pq_forward 0
Core_0_LLC_pq_merged 0
Core_0_LLC_pq_to_cache 10622502
Core_0_LLC_pq_full 0

Core_0_LLC_acc_epochs 482074
Core_0_LLC_acc_level_0 482070
Core_0_LLC_acc_level_1 2
Core_0_LLC_acc_level_2 1
Core_0_LLC_acc_level_3 1
Core_0_LLC_acc_level_4 0
Core_0_LLC_acc_level_5 0
Core_0_LLC_acc_level_6 0
Core_0_LLC_acc_level_7 0
Core_0_LLC_acc_level_8 0
Core_0_LLC_acc_level_9 0

Core_0_major_page_fault 0
Core_0_minor_page_fault 104618

scooby_st_lookup 12011909
scooby_st_hit 11842361
scooby_st_evict 169484
scooby_st_insert 169548
scooby_st_streaming 0

scooby_predict_called 12011909
scooby_predict_out_of_bounds 180806
scooby_predict_action_1 11814277
scooby_predict_issue_action_1 11195454
scooby_predict_hit_action_1 618823
scooby_predict_out_of_bounds_action_1 177307
scooby_predict_action_3 1386
scooby_predict_issue_action_3 1362
scooby_predict_hit_action_3 24
scooby_predict_out_of_bounds_action_3 65
scooby_predict_action_4 1403
scooby_predict_issue_action_4 1398
scooby_predict_hit_action_4 5
scooby_predict_out_of_bounds_action_4 77
scooby_predict_action_5 1297
scooby_predict_issue_action_5 1297
scooby_predict_hit_action_5 0
scooby_predict_out_of_bounds_action_5 127
scooby_predict_action_10 1275
scooby_predict_issue_action_10 1274
scooby_predict_hit_action_10 1
scooby_predict_out_of_bounds_action_10 215
scooby_predict_action_11 1207
scooby_predict_issue_action_11 1205
scooby_predict_hit_action_11 2
scooby_predict_out_of_bounds_action_11 242
scooby_predict_action_12 1228
scooby_predict_issue_action_12 1227
scooby_predict_hit_action_12 1
scooby_predict_out_of_bounds_action_12 295
scooby_predict_action_22 989
scooby_predict_issue_action_22 989
scooby_predict_hit_action_22 0
scooby_predict_out_of_bounds_action_22 485
scooby_predict_action_23 956
scooby_predict_issue_action_23 956
scooby_predict_hit_action_23 0
scooby_predict_out_of_bounds_action_23 456
scooby_predict_action_30 799
scooby_predict_issue_action_30 799
scooby_predict_hit_action_30 0
scooby_predict_out_of_bounds_action_30 637
scooby_predict_action_32 712
scooby_predict_issue_action_32 712
scooby_predict_hit_action_32 0
scooby_predict_out_of_bounds_action_32 686
scooby_predict_action_-1 1436
scooby_predict_issue_action_-1 33
scooby_predict_hit_action_-1 1403
scooby_predict_out_of_bounds_action_-1 26
scooby_predict_action_-3 1370
scooby_predict_issue_action_-3 37
scooby_predict_hit_action_-3 1333
scooby_predict_out_of_bounds_action_-3 72
scooby_predict_action_-6 1316
scooby_predict_issue_action_-6 186
scooby_predict_hit_action_-6 1130
scooby_predict_out_of_bounds_action_-6 116
scooby_predict_action_0 1452
scooby_predict_issue_action_0 0
scooby_predict_hit_action_0 0
scooby_predict_out_of_bounds_action_0 0
scooby_predict_multi_deg_called 10656071
scooby_predict_predicted 58783143
scooby_predict_multi_deg 47576214
scooby_predict_multi_deg_2 10479004
scooby_predict_multi_deg_3 9963299
scooby_predict_multi_deg_4 9786193
scooby_predict_multi_deg_5 8762423
scooby_predict_multi_deg_6 8585295
scooby_predict_multi_deg_7 0
scooby_predict_multi_deg_8 0
scooby_predict_multi_deg_9 0
scooby_predict_multi_deg_10 0
scooby_predict_multi_deg_11 0
scooby_predict_multi_deg_12 0
scooby_predict_multi_deg_13 0
scooby_predict_multi_deg_14 0
scooby_predict_multi_deg_15 0
scooby_predict_multi_deg_16 0

scooby_selected_deg_1 550858
scooby_selected_deg_2 338603
scooby_selected_deg_3 0
scooby_selected_deg_4 846648
scooby_selected_deg_5 0
scooby_selected_deg_6 9470820
scooby_selected_deg_7 0
scooby_selected_deg_8 0
scooby_selected_deg_9 0
scooby_selected_deg_10 0
scooby_selected_deg_11 0
scooby_selected_deg_12 0
scooby_selected_deg_13 0
scooby_selected_deg_14 0
scooby_selected_deg_15 0
scooby_selected_deg_16 0

scooby_state_400dc0|19|1 24954,2,3,3,2,2,1,7,4,2,4,5,1,1,5,24996,
scooby_state_400dc0|20|1 23508,4,1,1,3,4,5,2,5,5,2,3,4,2,1,23550,
scooby_state_400e20|19|1 23322,3,4,4,3,2,3,3,1,2,4,3,0,1,1,23356,
scooby_state_400dda|19|1 22722,2,4,1,2,3,3,5,2,0,4,3,5,1,4,22761,
scooby_state_400e51|19|1 22428,4,0,3,1,4,3,2,5,0,3,3,4,2,4,22466,
scooby_state_400e09|19|1 22257,5,2,1,1,6,3,2,1,2,1,3,2,2,1,22289,
scooby_state_400e20|20|1 22244,2,2,4,4,5,3,2,2,1,3,1,2,4,0,22279,
scooby_state_400e38|19|1 22240,2,2,4,2,1,3,4,1,3,2,3,1,4,4,22276,
scooby_state_400e09|20|1 22224,4,2,1,4,1,2,4,3,2,2,2,6,4,1,22262,
scooby_state_400e51|20|1 22200,2,3,5,2,1,2,4,1,5,2,6,6,2,1,22242,
scooby_state_400e38|20|1 22136,1,3,4,2,3,1,3,2,1,2,5,2,3,1,22169,
scooby_state_400df3|20|1 22046,0,6,3,2,2,3,3,4,1,1,2,2,2,2,22079,
scooby_state_400df3|19|1 21991,2,2,3,4,3,3,3,4,2,5,3,4,6,6,22041,
scooby_state_400dda|20|1 21968,3,3,3,2,1,5,2,2,1,2,2,4,0,1,21999,
scooby_state_400dc0|10|1 21869,3,4,3,5,3,6,6,2,5,3,3,2,3,5,21922,
scooby_state_400dda|10|1 21458,4,1,1,7,3,1,5,3,3,2,2,3,3,2,21498,
scooby_state_400e20|10|1 21301,2,6,0,3,1,2,3,4,4,2,3,0,2,1,21334,
scooby_state_400df3|10|1 21200,7,1,3,2,3,2,2,3,1,3,1,2,3,4,21237,
scooby_state_400e51|10|1 21188,2,0,1,4,1,3,5,2,1,4,3,3,0,6,21223,
scooby_state_400e38|10|1 21187,4,4,2,0,3,3,2,1,1,2,1,2,5,2,21219,
scooby_state_400dda|11|1 21178,5,3,3,4,1,1,2,1,4,4,6,2,2,0,21216,
scooby_state_400dda|42|1 21102,2,5,1,2,1,3,0,3,2,3,6,3,3,3,21139,
scooby_state_400dda|58|1 21094,5,6,1,7,3,5,3,0,0,3,0,1,5,2,21135,
scooby_state_400dc0|11|1 21092,5,2,4,2,1,3,5,1,3,0,1,2,5,2,21128,
scooby_state_400e09|10|1 21069,2,5,3,4,4,2,5,3,4,3,5,4,6,3,21122,
scooby_state_400e20|11|1 21078,2,1,2,4,1,2,2,2,4,3,5,2,4,3,21115,
scooby_state_400dc0|58|1 21069,1,2,4,3,3,4,2,5,2,2,2,4,0,0,21103,
scooby_state_400dc0|42|1 21045,0,4,5,0,3,1,1,3,1,5,2,1,4,6,21081,
scooby_state_400e38|11|1 21020,3,3,2,4,0,4,6,5,4,3,4,0,1,4,21063,
scooby_state_400e51|58|1 20966,2,2,3,2,2,2,4,2,1,1,3,2,4,1,20997,
scooby_state_400e20|42|1 20958,2,6,4,1,1,2,2,1,3,1,1,4,3,4,20993,
scooby_state_400e09|11|1 20920,4,3,3,4,2,2,3,3,3,3,1,1,4,3,20959,
scooby_state_400e51|42|1 20937,2,0,2,3,0,2,0,4,2,0,0,1,1,3,20957,
scooby_state_400e51|11|1 20919,2,5,2,2,1,3,2,4,5,3,1,2,2,3,20956,
scooby_state_400e20|58|1 20910,3,4,4,6,5,0,2,1,2,2,4,1,1,5,20950,
scooby_state_400df3|11|1 20908,2,5,1,5,2,4,3,4,2,2,1,1,2,1,20943,
scooby_state_400dc0|51|1 20909,1,1,2,1,1,1,1,0,4,0,2,2,2,0,20927,
scooby_state_400dc0|35|1 20898,3,0,1,2,3,0,3,2,3,1,5,3,0,3,20927,
scooby_state_400dc0|0|0 20891,0,5,3,1,4,3,1,3,4,0,2,2,2,2,20923,
scooby_state_400dc0|3|1 20879,4,1,2,3,4,3,1,3,5,2,2,2,5,0,20916,
scooby_state_400e20|0|0 20885,2,1,4,3,0,1,1,1,1,3,3,1,1,3,20910,
scooby_state_400dda|0|0 20868,1,4,2,3,4,0,4,4,1,6,4,6,1,2,20910,
scooby_state_400e20|35|1 20873,5,2,1,3,3,2,0,6,0,7,3,0,1,2,20908,
scooby_state_400e20|51|1 20864,6,2,1,6,0,5,3,3,2,1,5,4,1,4,20907,
scooby_state_400e38|42|1 20880,1,4,1,2,2,1,4,1,2,1,1,3,2,1,20906,
scooby_state_400e51|0|0 20861,2,3,1,6,5,6,3,3,0,1,3,3,1,1,20899,
scooby_state_400dda|51|1 20871,0,2,3,1,1,3,1,0,4,5,0,4,3,1,20899,
scooby_state_400e20|3|1 20859,3,3,2,4,4,2,4,4,4,3,1,2,1,3,20899,
scooby_state_400e38|0|0 20861,1,4,2,0,4,3,3,2,1,4,5,2,2,4,20898,
scooby_state_400dda|3|1 20865,2,2,3,4,1,0,3,0,3,0,3,3,6,2,20897,
scooby_state_400dda|35|1 20856,1,3,2,4,3,2,1,5,4,3,1,6,4,2,20897,
scooby_state_400e09|0|0 20860,5,2,2,4,2,1,4,5,5,1,0,1,0,4,20896,
scooby_state_400e38|58|1 20852,3,3,1,3,5,5,3,3,3,4,2,3,0,5,20895,
scooby_state_400df3|0|0 20861,3,3,0,1,3,4,1,2,1,0,5,2,3,5,20894,
scooby_state_400dc0|6|1 20858,1,2,5,1,0,4,1,4,5,0,4,0,2,5,20892,
scooby_state_400e38|3|1 20842,6,5,8,5,1,3,2,4,1,1,4,5,1,1,20889,
scooby_state_400e38|35|1 20847,3,4,1,3,1,7,3,6,0,2,4,2,2,3,20888,
scooby_state_400e09|42|1 20848,5,1,2,3,2,1,2,1,6,7,5,1,2,2,20888,
scooby_state_400e51|54|1 20841,4,1,4,4,4,1,4,1,4,7,1,2,7,3,20888,
scooby_state_400dc0|38|1 20854,5,5,2,0,1,5,4,0,1,0,5,0,2,4,20888,
scooby_state_400e38|51|1 20850,8,2,2,3,2,1,2,4,0,2,3,6,2,0,20887,
scooby_state_400dc0|54|1 20861,0,1,4,1,7,1,3,1,1,2,1,2,0,2,20887,
scooby_state_400df3|42|1 20845,2,4,2,3,3,4,4,1,2,3,2,4,6,1,20886,
scooby_state_400df3|58|1 20850,3,3,4,1,3,4,3,2,3,0,0,1,5,3,20885,
scooby_state_400e51|3|1 20851,5,2,1,2,3,2,2,2,2,2,3,3,2,1,20883,
scooby_state_400e51|51|1 20848,2,3,2,1,2,2,1,2,2,6,2,2,2,6,20883,
scooby_state_400e20|33|1 20847,3,4,2,3,2,5,2,1,2,3,2,4,1,2,20883,
scooby_state_400e51|35|1 20842,4,0,1,4,6,4,4,0,3,1,3,2,3,5,20882,
scooby_state_400dc0|33|1 20853,2,1,0,2,0,4,3,3,5,0,1,3,3,2,20882,
scooby_state_400e09|1|1 20845,2,1,4,3,2,4,1,4,1,0,5,3,6,0,20881,
scooby_state_400df3|1|1 20854,0,3,2,1,2,3,1,2,1,1,2,4,2,3,20881,
scooby_state_400dc0|1|1 20848,1,3,3,2,1,3,5,2,2,0,3,3,1,4,20881,
scooby_state_400e20|1|1 20841,2,2,5,2,2,1,4,5,1,3,3,4,3,3,20881,
scooby_state_400dda|33|1 20849,4,0,3,4,3,1,2,2,3,3,0,4,2,1,20881,
scooby_state_400e38|1|1 20845,2,2,1,4,5,3,4,0,4,5,0,2,0,4,20881,
scooby_state_400df3|3|1 20852,2,3,3,3,2,2,3,1,3,1,0,5,1,0,20881,
scooby_state_400dda|1|1 20840,2,0,3,6,4,2,1,1,3,2,4,6,1,6,20881,
scooby_state_400df3|33|1 20844,3,2,1,3,5,2,3,3,4,4,1,1,2,3,20881,
scooby_state_400e51|1|1 20849,4,3,1,4,3,4,1,3,1,2,1,2,1,2,20881,
scooby_state_400dda|63|1 20844,2,2,4,2,6,2,0,1,1,3,3,6,1,3,20880,
scooby_state_400df3|48|1 20858,1,0,3,1,3,1,4,4,0,1,2,1,0,1,20880,
scooby_state_400dda|48|1 20840,3,4,0,6,1,5,4,3,1,2,4,0,4,3,20880,
scooby_state_400e09|31|1 20843,5,2,0,5,3,2,3,2,0,3,3,2,2,5,20880,
scooby_state_400dc0|31|1 20840,0,3,4,2,1,4,4,2,5,2,2,1,5,5,20880,
scooby_state_400e09|48|1 20850,3,1,4,2,3,3,3,1,3,1,2,0,3,1,20880,
scooby_state_400e38|31|1 20841,2,1,2,6,2,5,0,5,1,4,1,4,3,3,20880,
scooby_state_400e20|32|1 20835,3,4,2,2,5,3,4,5,3,1,5,0,6,2,20880,
scooby_state_400e20|31|1 20835,9,2,2,4,1,1,2,3,3,9,3,1,5,0,20880,
scooby_state_400e20|47|1 20850,3,4,0,0,2,1,3,1,3,1,3,2,4,3,20880,
scooby_state_400df3|49|1 20843,4,3,1,3,4,2,4,1,2,1,1,4,3,4,20880,
scooby_state_400e38|47|1 20848,0,3,1,4,2,3,2,2,2,1,1,4,3,4,20880,
scooby_state_400dda|31|1 20842,3,4,4,3,2,2,4,3,4,3,1,0,2,3,20880,
scooby_state_400e51|47|1 20841,3,2,6,2,2,4,1,2,1,1,4,3,6,2,20880,
scooby_state_400e51|49|1 20847,0,2,4,0,5,3,4,1,5,1,3,1,3,1,20880,
scooby_state_400e38|33|1 20847,2,3,5,0,1,3,2,0,2,2,3,5,4,1,20880,
scooby_state_400e38|49|1 20850,2,3,0,2,2,1,1,0,8,2,3,4,2,0,20880,
scooby_state_400e38|48|1 20837,2,6,3,3,2,2,3,4,4,4,3,1,2,4,20880,
scooby_state_400e09|33|1 20844,2,1,2,4,4,5,2,1,0,2,3,4,2,4,20880,
scooby_state_400e20|48|1 20840,2,4,3,5,4,3,4,2,3,4,2,1,2,1,20880,
scooby_state_400dc0|47|1 20841,4,2,2,1,4,6,3,5,2,3,2,1,3,1,20880,
scooby_state_400df3|54|1 20851,1,3,2,1,4,3,2,4,0,1,0,2,2,4,20880,
scooby_state_400df3|47|1 20843,1,4,3,2,4,2,2,1,3,3,3,1,4,4,20880,
scooby_state_400dc0|63|1 20845,4,0,4,6,3,1,5,3,0,2,1,3,1,2,20880,
scooby_state_400e38|63|1 20854,2,0,0,5,5,1,4,0,0,0,2,3,2,2,20880,
scooby_state_400dda|49|1 20847,2,3,2,4,2,2,2,2,3,3,1,4,1,2,20880,
scooby_state_400dc0|49|1 20836,5,2,3,1,2,3,6,3,4,3,2,5,3,2,20880,
scooby_state_400df3|63|1 20851,1,4,3,5,3,3,0,4,0,0,1,2,1,2,20880,
scooby_state_400e09|49|1 20846,3,1,1,4,2,2,0,5,2,3,5,3,1,2,20880,
scooby_state_400e51|31|1 20843,4,2,1,1,3,2,3,4,4,4,1,1,4,3,20880,
scooby_state_400e20|63|1 20837,2,6,1,5,1,4,1,1,2,2,4,7,3,4,20880,
scooby_state_400e51|48|1 20840,1,4,4,3,3,2,1,6,5,3,2,1,5,0,20880,
scooby_state_400e51|32|1 20845,1,2,0,2,4,2,5,2,4,3,4,2,3,1,20880,
scooby_state_400e09|32|1 20847,1,1,4,4,4,3,1,2,3,3,2,2,2,1,20880,
scooby_state_400dda|47|1 20847,4,2,2,1,4,2,2,0,4,4,1,3,2,2,20880,
scooby_state_400e09|47|1 20839,2,1,2,8,2,4,4,4,2,3,3,3,1,2,20880,
scooby_state_400e51|6|1 20841,6,1,1,2,7,0,2,4,4,2,2,2,2,4,20880,
scooby_state_400e51|63|1 20831,4,2,1,3,2,1,3,5,2,8,6,2,5,5,20880,
scooby_state_400dc0|48|1 20847,1,6,2,4,4,2,3,1,2,3,2,3,0,0,20880,
scooby_state_400df3|51|1 20849,3,1,2,2,4,3,2,3,1,4,2,1,2,1,20880,
scooby_state_400e20|49|1 20847,0,2,2,1,1,2,2,4,6,2,3,4,1,3,20880,
scooby_state_400df3|31|1 20845,1,2,3,1,3,2,0,2,4,1,4,4,4,4,20880,
scooby_state_400e09|63|1 20844,2,0,5,2,2,2,4,5,1,2,2,2,5,2,20880,
scooby_state_400e51|33|1 20843,1,5,3,1,2,6,1,3,5,2,4,1,1,2,20880,
scooby_state_400dc0|32|1 20837,3,1,1,5,5,2,3,4,4,4,0,5,3,3,20880,
scooby_state_400e38|32|1 20837,6,3,5,3,2,2,2,4,4,1,2,4,2,3,20880,
scooby_state_400dda|32|1 20847,1,2,1,3,3,6,3,0,2,1,3,3,3,2,20880,
scooby_state_400df3|32|1 20845,3,4,3,1,1,2,1,1,5,3,3,4,2,2,20880,
scooby_state_400e38|38|1 20846,3,2,1,7,2,3,0,0,4,2,3,4,1,1,20879,
scooby_state_400e09|3|1 20836,4,1,5,1,4,7,4,3,1,3,3,2,2,2,20878,
scooby_state_400e09|51|1 20838,2,1,5,3,7,3,0,2,2,3,3,3,2,4,20878,
scooby_state_400e09|6|1 20840,3,1,4,4,2,4,2,1,4,1,2,4,2,3,20877,
scooby_state_400e51|38|1 20836,2,1,1,0,4,4,4,3,7,2,4,1,4,4,20877,
scooby_state_400df3|38|1 20840,3,1,4,8,1,2,2,2,3,2,4,2,3,0,20877,
scooby_state_400df3|35|1 20843,2,2,6,1,2,3,2,0,2,3,3,2,5,1,20877,
scooby_state_400df3|6|1 20833,4,2,4,6,5,2,2,2,2,2,4,1,3,4,20876,
scooby_state_400e38|6|1 20838,0,1,8,4,0,2,1,4,4,6,1,2,2,3,20876,
scooby_state_400df3|2|1 20844,4,5,1,2,3,2,1,0,1,1,2,6,3,1,20876,
scooby_state_400e09|50|1 20838,3,4,2,4,1,2,5,2,1,1,2,7,2,2,20876,
scooby_state_400e09|35|1 20837,1,4,2,2,4,5,3,2,4,3,2,2,1,4,20876,
scooby_state_400e09|2|1 20838,0,4,5,5,5,2,2,0,2,4,3,2,2,1,20875,
scooby_state_400e09|54|1 20834,5,4,1,2,1,2,2,1,4,5,3,4,2,5,20875,
scooby_state_400e09|38|1 20846,3,5,3,3,4,1,0,1,0,2,0,2,3,1,20874,
scooby_state_400e20|54|1 20835,4,5,0,0,3,3,5,1,5,2,3,3,1,4,20874,
scooby_state_400e09|58|1 20842,2,0,1,4,3,3,5,3,1,2,2,1,4,1,20874,
scooby_state_400e51|2|1 20840,3,1,5,1,2,3,4,4,2,2,1,3,2,1,20874,
scooby_state_400e38|2|1 20847,0,2,4,4,0,1,3,1,4,1,0,2,3,2,20874,
scooby_state_400e20|2|1 20842,0,2,0,3,3,3,1,1,3,7,4,0,1,3,20873,
scooby_state_400e51|50|1 20840,2,3,2,1,4,3,2,2,3,4,3,2,2,0,20873,
scooby_state_400dda|6|1 20837,3,5,2,4,2,1,1,3,2,0,3,3,4,3,20873,
scooby_state_400e09|34|1 20837,3,5,0,5,3,2,3,2,0,2,4,1,3,3,20873,
scooby_state_400df3|34|1 20840,4,3,2,3,1,1,2,2,1,3,6,0,4,1,20873,
scooby_state_400e38|54|1 20830,2,4,5,9,2,5,1,1,1,5,3,2,2,1,20873,
scooby_state_400df3|57|1 20839,1,4,1,3,3,3,0,1,2,2,5,3,2,3,20872,
scooby_state_400df3|50|1 20838,1,3,2,2,2,3,3,2,2,4,3,1,3,3,20872,
scooby_state_400e09|53|1 20847,4,2,0,4,0,3,0,0,2,0,1,3,4,2,20872,
scooby_state_400dc0|50|1 20828,2,3,4,4,4,1,4,1,8,2,3,2,4,2,20872,
scooby_state_400e51|34|1 20831,3,1,5,3,4,8,2,2,2,0,0,3,3,5,20872,
scooby_state_400e38|50|1 20834,1,4,2,4,0,5,1,1,10,1,0,0,7,2,20872,
scooby_state_400dc0|34|1 20837,6,0,2,1,3,1,5,2,3,3,1,2,3,3,20872,
scooby_state_400e09|41|1 20846,1,2,1,1,0,1,5,4,0,0,2,0,4,4,20871,
scooby_state_400dda|34|1 20829,0,3,6,0,4,5,2,3,1,2,3,4,6,3,20871,
scooby_state_400e20|34|1 20841,2,1,3,3,0,2,4,2,0,2,3,1,3,4,20871,
scooby_state_400dda|38|1 20834,1,6,1,4,2,0,3,2,1,7,2,2,3,3,20871,
scooby_state_400e20|6|1 20827,1,5,3,1,8,3,1,3,4,2,3,5,1,4,20871,
scooby_state_400dda|54|1 20844,2,0,2,1,1,4,3,3,2,0,1,4,3,1,20871,
scooby_state_400dda|2|1 20840,4,3,0,2,2,6,2,1,1,1,3,3,2,1,20871,
scooby_state_400e09|9|1 20846,4,2,0,0,1,1,1,3,1,3,3,1,1,3,20870,
scooby_state_400e09|57|1 20838,0,2,4,1,4,1,4,4,2,2,2,2,2,2,20870,
scooby_state_400dda|50|1 20833,4,0,3,2,2,3,0,1,3,6,2,7,0,4,20870,
scooby_state_400e38|34|1 20827,5,1,6,1,4,3,4,3,1,2,3,3,1,6,20870,
scooby_state_400dc0|2|1 20833,3,1,1,4,1,4,3,2,3,6,1,4,1,3,20870,
scooby_state_400e20|50|1 20831,1,3,1,1,2,5,3,5,0,2,1,2,7,6,20870,
scooby_state_400e20|38|1 20835,2,1,2,2,3,5,2,2,3,0,2,2,4,5,20870,
scooby_state_400df3|41|1 20835,1,3,2,3,4,6,2,2,2,2,3,1,1,3,20870,
scooby_state_400e09|56|1 20837,2,3,1,1,1,3,1,3,4,4,3,1,2,3,20869,
scooby_state_400df3|53|1 20830,5,4,2,2,0,2,4,2,4,3,0,3,6,2,20869,
scooby_state_400df3|56|1 20841,1,2,4,3,1,3,3,2,2,1,3,1,1,1,20869,
scooby_state_400df3|36|1 20839,0,3,1,4,2,3,2,4,4,1,2,1,1,2,20869,
scooby_state_400df3|9|1 20832,1,3,3,3,3,1,3,2,0,6,2,3,5,2,20869,
scooby_state_400e51|9|1 20813,5,2,4,5,5,6,2,2,5,3,6,2,3,5,20868,
scooby_state_400e09|37|1 20834,4,4,0,4,2,2,1,2,2,2,1,3,5,2,20868,
scooby_state_400e51|4|1 20828,4,3,3,7,1,3,1,5,1,2,4,3,0,3,20868,
scooby_state_400df3|37|1 20829,3,0,3,3,2,4,2,5,0,5,3,3,2,4,20868,
scooby_state_400dda|43|1 20828,1,3,2,2,4,1,2,3,4,4,3,1,4,5,20867,
scooby_state_400e09|40|1 20839,1,0,0,3,1,3,3,3,4,2,1,5,1,1,20867,
scooby_state_400e51|57|1 20838,3,2,1,1,3,3,1,1,0,2,4,1,3,4,20867,
scooby_state_400e09|36|1 20830,0,4,2,1,2,3,2,5,2,6,1,3,4,1,20866,
scooby_state_400e09|52|1 20836,5,1,2,5,1,3,2,3,4,2,1,0,1,0,20866,
scooby_state_400e09|7|1 20837,2,3,3,2,4,1,1,2,2,2,1,2,3,1,20866,
scooby_state_400df3|52|1 20823,3,1,2,3,4,5,7,2,1,1,7,2,1,4,20866,
scooby_state_400df3|55|1 20832,4,5,2,0,4,2,2,1,1,5,1,0,5,2,20866,
scooby_state_400e09|5|1 20836,3,3,2,2,0,1,3,2,1,2,2,3,2,3,20865,
scooby_state_400e51|52|1 20827,6,3,0,2,2,8,1,2,2,0,2,5,3,2,20865,
scooby_state_400df3|7|1 20837,3,2,2,1,0,4,3,3,1,2,1,2,2,2,20865,
scooby_state_400e09|55|1 20826,4,3,5,2,3,3,2,2,3,0,1,2,4,5,20865,
scooby_state_400e51|5|1 20820,2,5,1,4,2,1,2,2,3,1,3,4,7,7,20864,
scooby_state_400df3|39|1 20823,1,5,1,1,4,1,6,7,4,0,3,2,3,3,20864,
scooby_state_400e09|39|1 20825,1,4,1,4,4,2,1,5,3,3,5,4,0,2,20864,
scooby_state_400e51|36|1 20829,2,0,5,3,1,4,2,4,1,0,0,2,2,8,20863,
scooby_state_400e51|55|1 20830,2,3,0,1,0,4,2,3,2,3,3,1,7,1,20862,
scooby_state_400df3|40|1 20832,0,0,3,1,1,4,1,2,2,3,1,5,2,5,20862,
scooby_state_400e38|52|1 20829,5,1,6,0,5,1,4,0,2,2,1,3,1,1,20861,
scooby_state_400e51|40|1 20825,3,3,3,2,1,2,3,1,3,8,1,0,2,4,20861,
scooby_state_400e09|4|1 20820,4,4,1,6,3,0,2,3,5,4,1,1,4,3,20861,
scooby_state_400e51|41|1 20826,1,5,1,2,4,1,2,3,2,2,3,1,4,4,20861,
scooby_state_400e51|39|1 20822,1,2,4,4,2,4,4,2,0,6,2,4,1,2,20860,
scooby_state_400df3|8|1 20825,3,2,3,1,0,4,3,3,5,2,2,3,4,0,20860,
scooby_state_400e38|4|1 20814,2,4,5,4,5,2,6,1,4,1,2,4,3,2,20859,
scooby_state_400e38|36|1 20821,5,3,0,3,1,2,2,1,3,3,6,2,0,7,20859,
scooby_state_400df3|5|1 20828,0,5,2,3,1,0,2,2,2,2,5,3,3,1,20859,
