*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 21 2024 21:50:18
*************************************************
parsing config file: /home/shichen/os/compile-time-prefetcher-classification/ChampSim/config/mlop.ini

trace_0 /home/shichen/os/compile-time-prefetcher-classification/ChampSim/traces/433.milc-337B.champsimtrace.xz
Heartbeat CPU  0 instructions:  148000000 cycles:   95271042 heartbeat IPC: 0.83105 cumulative IPC: 0.81455 (Simulation time: 0 hr 4 min 50 sec) 
Heartbeat CPU  0 instructions:  149000001 cycles:   96461783 heartbeat IPC: 0.83981 cumulative IPC: 0.81505 (Simulation time: 0 hr 4 min 53 sec) 
Heartbeat CPU  0 instructions:  150000001 cycles:   97656903 heartbeat IPC: 0.83674 cumulative IPC: 0.81547 (Simulation time: 0 hr 4 min 55 sec) 
Heartbeat CPU  0 instructions:  151000002 cycles:   98843511 heartbeat IPC: 0.84274 cumulative IPC: 0.81599 (Simulation time: 0 hr 4 min 58 sec) 
Heartbeat CPU  0 instructions:  152000000 cycles:  100028844 heartbeat IPC: 0.84364 cumulative IPC: 0.81651 (Simulation time: 0 hr 5 min 0 sec) 
Heartbeat CPU  0 instructions:  153000003 cycles:  101215973 heartbeat IPC: 0.84237 cumulative IPC: 0.81698 (Simulation time: 0 hr 5 min 3 sec) 
Heartbeat CPU  0 instructions:  154000001 cycles:  102403029 heartbeat IPC: 0.84242 cumulative IPC: 0.81744 (Simulation time: 0 hr 5 min 5 sec) 
Heartbeat CPU  0 instructions:  155000000 cycles:  103601844 heartbeat IPC: 0.83416 cumulative IPC: 0.81773 (Simulation time: 0 hr 5 min 8 sec) 
Heartbeat CPU  0 instructions:  156000000 cycles:  104782844 heartbeat IPC: 0.84674 cumulative IPC: 0.81823 (Simulation time: 0 hr 5 min 10 sec) 
Heartbeat CPU  0 instructions:  157000000 cycles:  105977719 heartbeat IPC: 0.83691 cumulative IPC: 0.81855 (Simulation time: 0 hr 5 min 13 sec) 
Heartbeat CPU  0 instructions:  158000002 cycles:  107164528 heartbeat IPC: 0.84260 cumulative IPC: 0.81896 (Simulation time: 0 hr 5 min 15 sec) 
Heartbeat CPU  0 instructions:  159000002 cycles:  108354238 heartbeat IPC: 0.84054 cumulative IPC: 0.81931 (Simulation time: 0 hr 5 min 18 sec) 
Heartbeat CPU  0 instructions:  160000000 cycles:  109531025 heartbeat IPC: 0.84977 cumulative IPC: 0.81980 (Simulation time: 0 hr 5 min 20 sec) 
Heartbeat CPU  0 instructions:  161000000 cycles:  110705823 heartbeat IPC: 0.85121 cumulative IPC: 0.82030 (Simulation time: 0 hr 5 min 23 sec) 
Heartbeat CPU  0 instructions:  162000003 cycles:  111925270 heartbeat IPC: 0.82005 cumulative IPC: 0.82030 (Simulation time: 0 hr 5 min 25 sec) 
Heartbeat CPU  0 instructions:  163000000 cycles:  113127817 heartbeat IPC: 0.83157 cumulative IPC: 0.82047 (Simulation time: 0 hr 5 min 28 sec) 
Heartbeat CPU  0 instructions:  164000000 cycles:  114293001 heartbeat IPC: 0.85823 cumulative IPC: 0.82104 (Simulation time: 0 hr 5 min 31 sec) 
Heartbeat CPU  0 instructions:  165000001 cycles:  115488856 heartbeat IPC: 0.83622 cumulative IPC: 0.82127 (Simulation time: 0 hr 5 min 33 sec) 
Heartbeat CPU  0 instructions:  166000001 cycles:  116674945 heartbeat IPC: 0.84311 cumulative IPC: 0.82159 (Simulation time: 0 hr 5 min 36 sec) 
Heartbeat CPU  0 instructions:  167000003 cycles:  117850401 heartbeat IPC: 0.85074 cumulative IPC: 0.82201 (Simulation time: 0 hr 5 min 38 sec) 
Heartbeat CPU  0 instructions:  168000000 cycles:  119059828 heartbeat IPC: 0.82684 cumulative IPC: 0.82208 (Simulation time: 0 hr 5 min 41 sec) 
Heartbeat CPU  0 instructions:  169000002 cycles:  120270039 heartbeat IPC: 0.82630 cumulative IPC: 0.82214 (Simulation time: 0 hr 5 min 43 sec) 
Heartbeat CPU  0 instructions:  170000001 cycles:  121453832 heartbeat IPC: 0.84474 cumulative IPC: 0.82246 (Simulation time: 0 hr 5 min 46 sec) 
Heartbeat CPU  0 instructions:  171000000 cycles:  122645743 heartbeat IPC: 0.83899 cumulative IPC: 0.82268 (Simulation time: 0 hr 5 min 48 sec) 
Heartbeat CPU  0 instructions:  172000000 cycles:  123853666 heartbeat IPC: 0.82787 cumulative IPC: 0.82275 (Simulation time: 0 hr 5 min 51 sec) 
Heartbeat CPU  0 instructions:  173000003 cycles:  125035613 heartbeat IPC: 0.84606 cumulative IPC: 0.82307 (Simulation time: 0 hr 5 min 53 sec) 
Heartbeat CPU  0 instructions:  174000003 cycles:  126215148 heartbeat IPC: 0.84779 cumulative IPC: 0.82339 (Simulation time: 0 hr 5 min 56 sec) 
Heartbeat CPU  0 instructions:  175000002 cycles:  127422768 heartbeat IPC: 0.82807 cumulative IPC: 0.82345 (Simulation time: 0 hr 5 min 58 sec) 
Heartbeat CPU  0 instructions:  176000000 cycles:  128613503 heartbeat IPC: 0.83982 cumulative IPC: 0.82366 (Simulation time: 0 hr 6 min 1 sec) 
Heartbeat CPU  0 instructions:  177000000 cycles:  129840845 heartbeat IPC: 0.81477 cumulative IPC: 0.82355 (Simulation time: 0 hr 6 min 3 sec) 
Heartbeat CPU  0 instructions:  178000002 cycles:  131037900 heartbeat IPC: 0.83539 cumulative IPC: 0.82370 (Simulation time: 0 hr 6 min 6 sec) 
Heartbeat CPU  0 instructions:  179000001 cycles:  132241922 heartbeat IPC: 0.83055 cumulative IPC: 0.82378 (Simulation time: 0 hr 6 min 8 sec) 
Heartbeat CPU  0 instructions:  180000000 cycles:  133453474 heartbeat IPC: 0.82539 cumulative IPC: 0.82380 (Simulation time: 0 hr 6 min 11 sec) 
Heartbeat CPU  0 instructions:  181000000 cycles:  134643046 heartbeat IPC: 0.84064 cumulative IPC: 0.82401 (Simulation time: 0 hr 6 min 13 sec) 
Heartbeat CPU  0 instructions:  182000003 cycles:  135869568 heartbeat IPC: 0.81532 cumulative IPC: 0.82390 (Simulation time: 0 hr 6 min 16 sec) 
Heartbeat CPU  0 instructions:  183000002 cycles:  137101924 heartbeat IPC: 0.81145 cumulative IPC: 0.82375 (Simulation time: 0 hr 6 min 19 sec) 
Heartbeat CPU  0 instructions:  184000000 cycles:  138298815 heartbeat IPC: 0.83550 cumulative IPC: 0.82388 (Simulation time: 0 hr 6 min 21 sec) 
Heartbeat CPU  0 instructions:  185000001 cycles:  139491544 heartbeat IPC: 0.83841 cumulative IPC: 0.82405 (Simulation time: 0 hr 6 min 24 sec) 
Heartbeat CPU  0 instructions:  186000002 cycles:  140677030 heartbeat IPC: 0.84354 cumulative IPC: 0.82427 (Simulation time: 0 hr 6 min 26 sec) 
Heartbeat CPU  0 instructions:  187000000 cycles:  141858076 heartbeat IPC: 0.84671 cumulative IPC: 0.82453 (Simulation time: 0 hr 6 min 29 sec) 
Heartbeat CPU  0 instructions:  188000000 cycles:  143048076 heartbeat IPC: 0.84034 cumulative IPC: 0.82470 (Simulation time: 0 hr 6 min 31 sec) 
Heartbeat CPU  0 instructions:  189000002 cycles:  144221990 heartbeat IPC: 0.85185 cumulative IPC: 0.82500 (Simulation time: 0 hr 6 min 34 sec) 
Heartbeat CPU  0 instructions:  190000000 cycles:  145410805 heartbeat IPC: 0.84117 cumulative IPC: 0.82517 (Simulation time: 0 hr 6 min 36 sec) 
Heartbeat CPU  0 instructions:  191000003 cycles:  146598578 heartbeat IPC: 0.84191 cumulative IPC: 0.82535 (Simulation time: 0 hr 6 min 39 sec) 
Heartbeat CPU  0 instructions:  192000000 cycles:  147781912 heartbeat IPC: 0.84507 cumulative IPC: 0.82556 (Simulation time: 0 hr 6 min 41 sec) 
Heartbeat CPU  0 instructions:  193000003 cycles:  148969055 heartbeat IPC: 0.84236 cumulative IPC: 0.82574 (Simulation time: 0 hr 6 min 44 sec) 
Heartbeat CPU  0 instructions:  194000001 cycles:  150162965 heartbeat IPC: 0.83758 cumulative IPC: 0.82586 (Simulation time: 0 hr 6 min 46 sec) 
Heartbeat CPU  0 instructions:  195000003 cycles:  151350241 heartbeat IPC: 0.84227 cumulative IPC: 0.82603 (Simulation time: 0 hr 6 min 49 sec) 
Heartbeat CPU  0 instructions:  196000000 cycles:  152538303 heartbeat IPC: 0.84170 cumulative IPC: 0.82619 (Simulation time: 0 hr 6 min 51 sec) 
Heartbeat CPU  0 instructions:  197000003 cycles:  153740093 heartbeat IPC: 0.83209 cumulative IPC: 0.82625 (Simulation time: 0 hr 6 min 54 sec) 
Heartbeat CPU  0 instructions:  198000000 cycles:  155176755 heartbeat IPC: 0.69606 cumulative IPC: 0.82468 (Simulation time: 0 hr 6 min 57 sec) 
Heartbeat CPU  0 instructions:  199000001 cycles:  156863583 heartbeat IPC: 0.59283 cumulative IPC: 0.82144 (Simulation time: 0 hr 7 min 0 sec) 
Heartbeat CPU  0 instructions:  200000000 cycles:  158549909 heartbeat IPC: 0.59300 cumulative IPC: 0.81828 (Simulation time: 0 hr 7 min 3 sec) 
Heartbeat CPU  0 instructions:  201000001 cycles:  160245252 heartbeat IPC: 0.58985 cumulative IPC: 0.81516 (Simulation time: 0 hr 7 min 6 sec) 
Heartbeat CPU  0 instructions:  202000000 cycles:  161936819 heartbeat IPC: 0.59117 cumulative IPC: 0.81214 (Simulation time: 0 hr 7 min 9 sec) 
Heartbeat CPU  0 instructions:  203000001 cycles:  163626774 heartbeat IPC: 0.59173 cumulative IPC: 0.80921 (Simulation time: 0 hr 7 min 12 sec) 
Heartbeat CPU  0 instructions:  204000000 cycles:  165310821 heartbeat IPC: 0.59381 cumulative IPC: 0.80640 (Simulation time: 0 hr 7 min 15 sec) 
Heartbeat CPU  0 instructions:  205000001 cycles:  166992840 heartbeat IPC: 0.59452 cumulative IPC: 0.80367 (Simulation time: 0 hr 7 min 18 sec) 
Heartbeat CPU  0 instructions:  206000000 cycles:  168683096 heartbeat IPC: 0.59163 cumulative IPC: 0.80097 (Simulation time: 0 hr 7 min 21 sec) 
Heartbeat CPU  0 instructions:  207000003 cycles:  170361536 heartbeat IPC: 0.59579 cumulative IPC: 0.79840 (Simulation time: 0 hr 7 min 24 sec) 
Heartbeat CPU  0 instructions:  208000000 cycles:  172053010 heartbeat IPC: 0.59120 cumulative IPC: 0.79581 (Simulation time: 0 hr 7 min 27 sec) 
Heartbeat CPU  0 instructions:  209000001 cycles:  173741505 heartbeat IPC: 0.59224 cumulative IPC: 0.79331 (Simulation time: 0 hr 7 min 30 sec) 
Heartbeat CPU  0 instructions:  210000000 cycles:  175419763 heartbeat IPC: 0.59586 cumulative IPC: 0.79093 (Simulation time: 0 hr 7 min 33 sec) 
Heartbeat CPU  0 instructions:  211000003 cycles:  177113997 heartbeat IPC: 0.59024 cumulative IPC: 0.78851 (Simulation time: 0 hr 7 min 36 sec) 
Heartbeat CPU  0 instructions:  212000000 cycles:  178796533 heartbeat IPC: 0.59434 cumulative IPC: 0.78622 (Simulation time: 0 hr 7 min 39 sec) 
Heartbeat CPU  0 instructions:  213000001 cycles:  180493647 heartbeat IPC: 0.58924 cumulative IPC: 0.78390 (Simulation time: 0 hr 7 min 42 sec) 
Heartbeat CPU  0 instructions:  214000000 cycles:  182175868 heartbeat IPC: 0.59445 cumulative IPC: 0.78172 (Simulation time: 0 hr 7 min 45 sec) 
Heartbeat CPU  0 instructions:  215000003 cycles:  183861204 heartbeat IPC: 0.59336 cumulative IPC: 0.77956 (Simulation time: 0 hr 7 min 48 sec) 
Heartbeat CPU  0 instructions:  216000000 cycles:  185567867 heartbeat IPC: 0.58594 cumulative IPC: 0.77735 (Simulation time: 0 hr 7 min 52 sec) 
Heartbeat CPU  0 instructions:  217000001 cycles:  187252948 heartbeat IPC: 0.59344 cumulative IPC: 0.77530 (Simulation time: 0 hr 7 min 55 sec) 
Heartbeat CPU  0 instructions:  218000000 cycles:  188940487 heartbeat IPC: 0.59258 cumulative IPC: 0.77328 (Simulation time: 0 hr 7 min 58 sec) 
Heartbeat CPU  0 instructions:  219000001 cycles:  190618591 heartbeat IPC: 0.59591 cumulative IPC: 0.77135 (Simulation time: 0 hr 8 min 1 sec) 
Heartbeat CPU  0 instructions:  220000000 cycles:  192319484 heartbeat IPC: 0.58793 cumulative IPC: 0.76935 (Simulation time: 0 hr 8 min 4 sec) 
Heartbeat CPU  0 instructions:  221000001 cycles:  194004429 heartbeat IPC: 0.59349 cumulative IPC: 0.76747 (Simulation time: 0 hr 8 min 7 sec) 
Heartbeat CPU  0 instructions:  222000000 cycles:  195694590 heartbeat IPC: 0.59166 cumulative IPC: 0.76560 (Simulation time: 0 hr 8 min 10 sec) 
Heartbeat CPU  0 instructions:  223000001 cycles:  197386118 heartbeat IPC: 0.59118 cumulative IPC: 0.76377 (Simulation time: 0 hr 8 min 13 sec) 
Heartbeat CPU  0 instructions:  224000000 cycles:  199069163 heartbeat IPC: 0.59416 cumulative IPC: 0.76202 (Simulation time: 0 hr 8 min 16 sec) 
Heartbeat CPU  0 instructions:  225000001 cycles:  200761174 heartbeat IPC: 0.59101 cumulative IPC: 0.76026 (Simulation time: 0 hr 8 min 19 sec) 
Heartbeat CPU  0 instructions:  226000000 cycles:  202452167 heartbeat IPC: 0.59137 cumulative IPC: 0.75854 (Simulation time: 0 hr 8 min 22 sec) 
Heartbeat CPU  0 instructions:  227000003 cycles:  204146575 heartbeat IPC: 0.59018 cumulative IPC: 0.75684 (Simulation time: 0 hr 8 min 25 sec) 
Heartbeat CPU  0 instructions:  228000000 cycles:  205844417 heartbeat IPC: 0.58898 cumulative IPC: 0.75516 (Simulation time: 0 hr 8 min 28 sec) 
Heartbeat CPU  0 instructions:  229000001 cycles:  207526152 heartbeat IPC: 0.59462 cumulative IPC: 0.75358 (Simulation time: 0 hr 8 min 31 sec) 
Heartbeat CPU  0 instructions:  230000000 cycles:  209221801 heartbeat IPC: 0.58974 cumulative IPC: 0.75197 (Simulation time: 0 hr 8 min 34 sec) 
Heartbeat CPU  0 instructions:  231000000 cycles:  210909163 heartbeat IPC: 0.59264 cumulative IPC: 0.75043 (Simulation time: 0 hr 8 min 37 sec) 
Heartbeat CPU  0 instructions:  232000000 cycles:  212593019 heartbeat IPC: 0.59387 cumulative IPC: 0.74894 (Simulation time: 0 hr 8 min 40 sec) 
Heartbeat CPU  0 instructions:  233000003 cycles:  214284383 heartbeat IPC: 0.59124 cumulative IPC: 0.74744 (Simulation time: 0 hr 8 min 43 sec) 
Heartbeat CPU  0 instructions:  234000002 cycles:  215965081 heartbeat IPC: 0.59499 cumulative IPC: 0.74601 (Simulation time: 0 hr 8 min 46 sec) 
Heartbeat CPU  0 instructions:  235000003 cycles:  218641833 heartbeat IPC: 0.37359 cumulative IPC: 0.74054 (Simulation time: 0 hr 8 min 50 sec) 
Heartbeat CPU  0 instructions:  236000000 cycles:  222319755 heartbeat IPC: 0.27189 cumulative IPC: 0.73127 (Simulation time: 0 hr 8 min 55 sec) 
Heartbeat CPU  0 instructions:  237000001 cycles:  225992148 heartbeat IPC: 0.27230 cumulative IPC: 0.72239 (Simulation time: 0 hr 9 min 0 sec) 
Heartbeat CPU  0 instructions:  238000003 cycles:  229652147 heartbeat IPC: 0.27322 cumulative IPC: 0.71388 (Simulation time: 0 hr 9 min 4 sec) 
Heartbeat CPU  0 instructions:  239000002 cycles:  233359283 heartbeat IPC: 0.26975 cumulative IPC: 0.70552 (Simulation time: 0 hr 9 min 9 sec) 
Heartbeat CPU  0 instructions:  240000000 cycles:  237067935 heartbeat IPC: 0.26964 cumulative IPC: 0.69747 (Simulation time: 0 hr 9 min 14 sec) 
Heartbeat CPU  0 instructions:  241000001 cycles:  240748851 heartbeat IPC: 0.27167 cumulative IPC: 0.68980 (Simulation time: 0 hr 9 min 19 sec) 
Heartbeat CPU  0 instructions:  242000002 cycles:  244443455 heartbeat IPC: 0.27067 cumulative IPC: 0.68236 (Simulation time: 0 hr 9 min 24 sec) 
Heartbeat CPU  0 instructions:  243000001 cycles:  248136002 heartbeat IPC: 0.27082 cumulative IPC: 0.67519 (Simulation time: 0 hr 9 min 29 sec) 
Heartbeat CPU  0 instructions:  244000000 cycles:  251841512 heartbeat IPC: 0.26987 cumulative IPC: 0.66822 (Simulation time: 0 hr 9 min 34 sec) 
Heartbeat CPU  0 instructions:  245000002 cycles:  255540300 heartbeat IPC: 0.27036 cumulative IPC: 0.66150 (Simulation time: 0 hr 9 min 39 sec) 
Heartbeat CPU  0 instructions:  246000001 cycles:  259217645 heartbeat IPC: 0.27194 cumulative IPC: 0.65508 (Simulation time: 0 hr 9 min 43 sec) 
Heartbeat CPU  0 instructions:  247000002 cycles:  261905011 heartbeat IPC: 0.37211 cumulative IPC: 0.65170 (Simulation time: 0 hr 9 min 48 sec) 
Heartbeat CPU  0 instructions:  248000000 cycles:  263621053 heartbeat IPC: 0.58274 cumulative IPC: 0.65118 (Simulation time: 0 hr 9 min 51 sec) 
Heartbeat CPU  0 instructions:  249000000 cycles:  265041420 heartbeat IPC: 0.70404 cumulative IPC: 0.65151 (Simulation time: 0 hr 9 min 53 sec) 
Heartbeat CPU  0 instructions:  250000000 cycles:  266221471 heartbeat IPC: 0.84742 cumulative IPC: 0.65252 (Simulation time: 0 hr 9 min 56 sec) 
Heartbeat CPU  0 instructions:  251000000 cycles:  267420943 heartbeat IPC: 0.83370 cumulative IPC: 0.65346 (Simulation time: 0 hr 9 min 58 sec) 
Heartbeat CPU  0 instructions:  252000000 cycles:  268624012 heartbeat IPC: 0.83121 cumulative IPC: 0.65438 (Simulation time: 0 hr 10 min 0 sec) 
Heartbeat CPU  0 instructions:  253000001 cycles:  269825514 heartbeat IPC: 0.83229 cumulative IPC: 0.65529 (Simulation time: 0 hr 10 min 3 sec) 
Heartbeat CPU  0 instructions:  254000002 cycles:  271029057 heartbeat IPC: 0.83088 cumulative IPC: 0.65620 (Simulation time: 0 hr 10 min 5 sec) 
Heartbeat CPU  0 instructions:  255000002 cycles:  272233682 heartbeat IPC: 0.83013 cumulative IPC: 0.65708 (Simulation time: 0 hr 10 min 7 sec) 
Heartbeat CPU  0 instructions:  256000000 cycles:  273438918 heartbeat IPC: 0.82971 cumulative IPC: 0.65796 (Simulation time: 0 hr 10 min 10 sec) 
Heartbeat CPU  0 instructions:  257000003 cycles:  274644089 heartbeat IPC: 0.82976 cumulative IPC: 0.65883 (Simulation time: 0 hr 10 min 12 sec) 
Heartbeat CPU  0 instructions:  258000000 cycles:  275848337 heartbeat IPC: 0.83039 cumulative IPC: 0.65969 (Simulation time: 0 hr 10 min 14 sec) 
Heartbeat CPU  0 instructions:  259000000 cycles:  277058797 heartbeat IPC: 0.82613 cumulative IPC: 0.66053 (Simulation time: 0 hr 10 min 17 sec) 
Heartbeat CPU  0 instructions:  260000000 cycles:  278267099 heartbeat IPC: 0.82761 cumulative IPC: 0.66136 (Simulation time: 0 hr 10 min 19 sec) 
Heartbeat CPU  0 instructions:  261000003 cycles:  279472234 heartbeat IPC: 0.82979 cumulative IPC: 0.66220 (Simulation time: 0 hr 10 min 21 sec) 
Heartbeat CPU  0 instructions:  262000001 cycles:  280679561 heartbeat IPC: 0.82827 cumulative IPC: 0.66302 (Simulation time: 0 hr 10 min 23 sec) 
Heartbeat CPU  0 instructions:  263000002 cycles:  281886393 heartbeat IPC: 0.82862 cumulative IPC: 0.66383 (Simulation time: 0 hr 10 min 26 sec) 
Heartbeat CPU  0 instructions:  264000000 cycles:  283097049 heartbeat IPC: 0.82600 cumulative IPC: 0.66463 (Simulation time: 0 hr 10 min 28 sec) 
Heartbeat CPU  0 instructions:  265000000 cycles:  284311714 heartbeat IPC: 0.82327 cumulative IPC: 0.66541 (Simulation time: 0 hr 10 min 30 sec) 
Heartbeat CPU  0 instructions:  266000001 cycles:  285517616 heartbeat IPC: 0.82926 cumulative IPC: 0.66620 (Simulation time: 0 hr 10 min 33 sec) 
Heartbeat CPU  0 instructions:  267000000 cycles:  286724300 heartbeat IPC: 0.82872 cumulative IPC: 0.66698 (Simulation time: 0 hr 10 min 35 sec) 
Heartbeat CPU  0 instructions:  268000000 cycles:  287936324 heartbeat IPC: 0.82507 cumulative IPC: 0.66774 (Simulation time: 0 hr 10 min 37 sec) 
Heartbeat CPU  0 instructions:  269000001 cycles:  289142877 heartbeat IPC: 0.82881 cumulative IPC: 0.66851 (Simulation time: 0 hr 10 min 40 sec) 
Heartbeat CPU  0 instructions:  270000002 cycles:  290349285 heartbeat IPC: 0.82891 cumulative IPC: 0.66927 (Simulation time: 0 hr 10 min 42 sec) 
Heartbeat CPU  0 instructions:  271000001 cycles:  291578279 heartbeat IPC: 0.81367 cumulative IPC: 0.66997 (Simulation time: 0 hr 10 min 44 sec) 
Heartbeat CPU  0 instructions:  272000000 cycles:  292797541 heartbeat IPC: 0.82017 cumulative IPC: 0.67068 (Simulation time: 0 hr 10 min 47 sec) 
Heartbeat CPU  0 instructions:  273000001 cycles:  294028900 heartbeat IPC: 0.81211 cumulative IPC: 0.67136 (Simulation time: 0 hr 10 min 49 sec) 
Heartbeat CPU  0 instructions:  274000003 cycles:  295254868 heartbeat IPC: 0.81568 cumulative IPC: 0.67204 (Simulation time: 0 hr 10 min 51 sec) 
Heartbeat CPU  0 instructions:  275000003 cycles:  296480788 heartbeat IPC: 0.81571 cumulative IPC: 0.67272 (Simulation time: 0 hr 10 min 54 sec) 
Heartbeat CPU  0 instructions:  276000000 cycles:  297709155 heartbeat IPC: 0.81409 cumulative IPC: 0.67338 (Simulation time: 0 hr 10 min 56 sec) 
Heartbeat CPU  0 instructions:  277000001 cycles:  298931412 heartbeat IPC: 0.81816 cumulative IPC: 0.67406 (Simulation time: 0 hr 10 min 58 sec) 
Heartbeat CPU  0 instructions:  278000000 cycles:  300162149 heartbeat IPC: 0.81252 cumulative IPC: 0.67470 (Simulation time: 0 hr 11 min 1 sec) 
Heartbeat CPU  0 instructions:  279000000 cycles:  301393280 heartbeat IPC: 0.81226 cumulative IPC: 0.67534 (Simulation time: 0 hr 11 min 3 sec) 
Heartbeat CPU  0 instructions:  280000000 cycles:  302620937 heartbeat IPC: 0.81456 cumulative IPC: 0.67598 (Simulation time: 0 hr 11 min 5 sec) 
Heartbeat CPU  0 instructions:  281000002 cycles:  303847667 heartbeat IPC: 0.81518 cumulative IPC: 0.67662 (Simulation time: 0 hr 11 min 8 sec) 
Heartbeat CPU  0 instructions:  282000002 cycles:  305069306 heartbeat IPC: 0.81857 cumulative IPC: 0.67727 (Simulation time: 0 hr 11 min 10 sec) 
Heartbeat CPU  0 instructions:  283000002 cycles:  306291838 heartbeat IPC: 0.81797 cumulative IPC: 0.67791 (Simulation time: 0 hr 11 min 12 sec) 
Heartbeat CPU  0 instructions:  284000000 cycles:  307524041 heartbeat IPC: 0.81155 cumulative IPC: 0.67851 (Simulation time: 0 hr 11 min 15 sec) 
Heartbeat CPU  0 instructions:  285000000 cycles:  308747746 heartbeat IPC: 0.81719 cumulative IPC: 0.67914 (Simulation time: 0 hr 11 min 17 sec) 
Heartbeat CPU  0 instructions:  286000000 cycles:  309968918 heartbeat IPC: 0.81889 cumulative IPC: 0.67976 (Simulation time: 0 hr 11 min 19 sec) 
Heartbeat CPU  0 instructions:  287000000 cycles:  311192957 heartbeat IPC: 0.81697 cumulative IPC: 0.68037 (Simulation time: 0 hr 11 min 21 sec) 
Heartbeat CPU  0 instructions:  288000000 cycles:  312413349 heartbeat IPC: 0.81941 cumulative IPC: 0.68099 (Simulation time: 0 hr 11 min 24 sec) 
Heartbeat CPU  0 instructions:  289000001 cycles:  313651089 heartbeat IPC: 0.80792 cumulative IPC: 0.68155 (Simulation time: 0 hr 11 min 26 sec) 
Heartbeat CPU  0 instructions:  290000002 cycles:  314870035 heartbeat IPC: 0.82038 cumulative IPC: 0.68216 (Simulation time: 0 hr 11 min 28 sec) 
Heartbeat CPU  0 instructions:  291000002 cycles:  316091669 heartbeat IPC: 0.81858 cumulative IPC: 0.68276 (Simulation time: 0 hr 11 min 31 sec) 
Heartbeat CPU  0 instructions:  292000000 cycles:  317317741 heartbeat IPC: 0.81561 cumulative IPC: 0.68333 (Simulation time: 0 hr 11 min 33 sec) 
Heartbeat CPU  0 instructions:  293000003 cycles:  318550775 heartbeat IPC: 0.81101 cumulative IPC: 0.68389 (Simulation time: 0 hr 11 min 35 sec) 
Heartbeat CPU  0 instructions:  294000000 cycles:  319772970 heartbeat IPC: 0.81820 cumulative IPC: 0.68447 (Simulation time: 0 hr 11 min 38 sec) 
Heartbeat CPU  0 instructions:  295000000 cycles:  320996167 heartbeat IPC: 0.81753 cumulative IPC: 0.68504 (Simulation time: 0 hr 11 min 40 sec) 
Heartbeat CPU  0 instructions:  296000000 cycles:  322217943 heartbeat IPC: 0.81848 cumulative IPC: 0.68561 (Simulation time: 0 hr 11 min 42 sec) 
Heartbeat CPU  0 instructions:  297000003 cycles:  323448694 heartbeat IPC: 0.81251 cumulative IPC: 0.68616 (Simulation time: 0 hr 11 min 45 sec) 
Heartbeat CPU  0 instructions:  298000001 cycles:  324674104 heartbeat IPC: 0.81605 cumulative IPC: 0.68671 (Simulation time: 0 hr 11 min 47 sec) 
Heartbeat CPU  0 instructions:  299000001 cycles:  325899556 heartbeat IPC: 0.81603 cumulative IPC: 0.68726 (Simulation time: 0 hr 11 min 49 sec) 
Heartbeat CPU  0 instructions:  300000000 cycles:  327119515 heartbeat IPC: 0.81970 cumulative IPC: 0.68781 (Simulation time: 0 hr 11 min 52 sec) 
Heartbeat CPU  0 instructions:  301000000 cycles:  328344622 heartbeat IPC: 0.81626 cumulative IPC: 0.68835 (Simulation time: 0 hr 11 min 54 sec) 
Heartbeat CPU  0 instructions:  302000001 cycles:  329569760 heartbeat IPC: 0.81624 cumulative IPC: 0.68889 (Simulation time: 0 hr 11 min 56 sec) 
Heartbeat CPU  0 instructions:  303000000 cycles:  330792727 heartbeat IPC: 0.81768 cumulative IPC: 0.68942 (Simulation time: 0 hr 11 min 59 sec) 
Heartbeat CPU  0 instructions:  304000000 cycles:  332019783 heartbeat IPC: 0.81496 cumulative IPC: 0.68994 (Simulation time: 0 hr 12 min 1 sec) 
Heartbeat CPU  0 instructions:  305000001 cycles:  333245478 heartbeat IPC: 0.81586 cumulative IPC: 0.69046 (Simulation time: 0 hr 12 min 3 sec) 
Heartbeat CPU  0 instructions:  306000001 cycles:  334469748 heartbeat IPC: 0.81681 cumulative IPC: 0.69098 (Simulation time: 0 hr 12 min 5 sec) 
Heartbeat CPU  0 instructions:  307000001 cycles:  335695898 heartbeat IPC: 0.81556 cumulative IPC: 0.69149 (Simulation time: 0 hr 12 min 8 sec) 
Heartbeat CPU  0 instructions:  308000000 cycles:  336921527 heartbeat IPC: 0.81591 cumulative IPC: 0.69200 (Simulation time: 0 hr 12 min 10 sec) 
Heartbeat CPU  0 instructions:  309000001 cycles:  338151402 heartbeat IPC: 0.81309 cumulative IPC: 0.69249 (Simulation time: 0 hr 12 min 12 sec) 
Heartbeat CPU  0 instructions:  310000003 cycles:  339376030 heartbeat IPC: 0.81658 cumulative IPC: 0.69299 (Simulation time: 0 hr 12 min 15 sec) 
Heartbeat CPU  0 instructions:  311000003 cycles:  340592880 heartbeat IPC: 0.82179 cumulative IPC: 0.69351 (Simulation time: 0 hr 12 min 17 sec) 
Heartbeat CPU  0 instructions:  312000000 cycles:  341820170 heartbeat IPC: 0.81480 cumulative IPC: 0.69400 (Simulation time: 0 hr 12 min 19 sec) 
Heartbeat CPU  0 instructions:  313000001 cycles:  343046815 heartbeat IPC: 0.81523 cumulative IPC: 0.69448 (Simulation time: 0 hr 12 min 22 sec) 
