*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 21 2024 21:50:18
*************************************************
parsing config file: /home/shichen/os/compile-time-prefetcher-classification/ChampSim/config/spp_dev2.ini

trace_0 /home/shichen/os/compile-time-prefetcher-classification/ChampSim/traces/462.libquantum-1343B.champsimtrace.xz
Heartbeat CPU  0 instructions:  148000000 cycles:  119789230 heartbeat IPC: 0.96168 cumulative IPC: 0.83724 (Simulation time: 0 hr 4 min 5 sec) 
Heartbeat CPU  0 instructions:  149000002 cycles:  120827187 heartbeat IPC: 0.96343 cumulative IPC: 0.83949 (Simulation time: 0 hr 4 min 8 sec) 
Heartbeat CPU  0 instructions:  150000000 cycles:  121869871 heartbeat IPC: 0.95906 cumulative IPC: 0.84159 (Simulation time: 0 hr 4 min 10 sec) 
Heartbeat CPU  0 instructions:  151000002 cycles:  122903458 heartbeat IPC: 0.96751 cumulative IPC: 0.84374 (Simulation time: 0 hr 4 min 12 sec) 
Heartbeat CPU  0 instructions:  152000000 cycles:  123944334 heartbeat IPC: 0.96073 cumulative IPC: 0.84572 (Simulation time: 0 hr 4 min 15 sec) 
Heartbeat CPU  0 instructions:  153000000 cycles:  125244571 heartbeat IPC: 0.76909 cumulative IPC: 0.84413 (Simulation time: 0 hr 4 min 17 sec) 
Heartbeat CPU  0 instructions:  154000002 cycles:  126562335 heartbeat IPC: 0.75886 cumulative IPC: 0.84238 (Simulation time: 0 hr 4 min 19 sec) 
Heartbeat CPU  0 instructions:  155000001 cycles:  127901077 heartbeat IPC: 0.74697 cumulative IPC: 0.84043 (Simulation time: 0 hr 4 min 22 sec) 
Heartbeat CPU  0 instructions:  156000000 cycles:  129257409 heartbeat IPC: 0.73728 cumulative IPC: 0.83833 (Simulation time: 0 hr 4 min 24 sec) 
Heartbeat CPU  0 instructions:  157000003 cycles:  130600265 heartbeat IPC: 0.74468 cumulative IPC: 0.83649 (Simulation time: 0 hr 4 min 27 sec) 
Heartbeat CPU  0 instructions:  158000002 cycles:  131945951 heartbeat IPC: 0.74311 cumulative IPC: 0.83468 (Simulation time: 0 hr 4 min 29 sec) 
Heartbeat CPU  0 instructions:  159000001 cycles:  133279685 heartbeat IPC: 0.74977 cumulative IPC: 0.83308 (Simulation time: 0 hr 4 min 31 sec) 
Heartbeat CPU  0 instructions:  160000000 cycles:  134618805 heartbeat IPC: 0.74676 cumulative IPC: 0.83148 (Simulation time: 0 hr 4 min 33 sec) 
Heartbeat CPU  0 instructions:  161000003 cycles:  135957958 heartbeat IPC: 0.74674 cumulative IPC: 0.82994 (Simulation time: 0 hr 4 min 36 sec) 
Heartbeat CPU  0 instructions:  162000003 cycles:  137280012 heartbeat IPC: 0.75640 cumulative IPC: 0.82864 (Simulation time: 0 hr 4 min 38 sec) 
Heartbeat CPU  0 instructions:  163000003 cycles:  138628160 heartbeat IPC: 0.74176 cumulative IPC: 0.82710 (Simulation time: 0 hr 4 min 40 sec) 
Heartbeat CPU  0 instructions:  164000000 cycles:  139971868 heartbeat IPC: 0.74421 cumulative IPC: 0.82566 (Simulation time: 0 hr 4 min 43 sec) 
Heartbeat CPU  0 instructions:  165000003 cycles:  141311764 heartbeat IPC: 0.74633 cumulative IPC: 0.82431 (Simulation time: 0 hr 4 min 45 sec) 
Heartbeat CPU  0 instructions:  166000003 cycles:  142634354 heartbeat IPC: 0.75609 cumulative IPC: 0.82319 (Simulation time: 0 hr 4 min 47 sec) 
Heartbeat CPU  0 instructions:  167000003 cycles:  143978651 heartbeat IPC: 0.74388 cumulative IPC: 0.82188 (Simulation time: 0 hr 4 min 49 sec) 
Heartbeat CPU  0 instructions:  168000000 cycles:  145339250 heartbeat IPC: 0.73497 cumulative IPC: 0.82045 (Simulation time: 0 hr 4 min 52 sec) 
Heartbeat CPU  0 instructions:  169000003 cycles:  146706060 heartbeat IPC: 0.73163 cumulative IPC: 0.81901 (Simulation time: 0 hr 4 min 54 sec) 
Heartbeat CPU  0 instructions:  170000003 cycles:  148074500 heartbeat IPC: 0.73076 cumulative IPC: 0.81760 (Simulation time: 0 hr 4 min 56 sec) 
Heartbeat CPU  0 instructions:  171000003 cycles:  149418778 heartbeat IPC: 0.74389 cumulative IPC: 0.81646 (Simulation time: 0 hr 4 min 59 sec) 
Heartbeat CPU  0 instructions:  172000000 cycles:  150768052 heartbeat IPC: 0.74114 cumulative IPC: 0.81531 (Simulation time: 0 hr 5 min 1 sec) 
Heartbeat CPU  0 instructions:  173000003 cycles:  152120082 heartbeat IPC: 0.73963 cumulative IPC: 0.81417 (Simulation time: 0 hr 5 min 4 sec) 
Heartbeat CPU  0 instructions:  174000003 cycles:  153445585 heartbeat IPC: 0.75443 cumulative IPC: 0.81330 (Simulation time: 0 hr 5 min 6 sec) 
Heartbeat CPU  0 instructions:  175000003 cycles:  154787898 heartbeat IPC: 0.74498 cumulative IPC: 0.81231 (Simulation time: 0 hr 5 min 8 sec) 
Heartbeat CPU  0 instructions:  176000000 cycles:  156059338 heartbeat IPC: 0.78651 cumulative IPC: 0.81196 (Simulation time: 0 hr 5 min 11 sec) 
Heartbeat CPU  0 instructions:  177000003 cycles:  157278835 heartbeat IPC: 0.82001 cumulative IPC: 0.81206 (Simulation time: 0 hr 5 min 13 sec) 
Heartbeat CPU  0 instructions:  178000003 cycles:  158427275 heartbeat IPC: 0.87075 cumulative IPC: 0.81276 (Simulation time: 0 hr 5 min 16 sec) 
Heartbeat CPU  0 instructions:  179000000 cycles:  159632835 heartbeat IPC: 0.82949 cumulative IPC: 0.81297 (Simulation time: 0 hr 5 min 18 sec) 
Heartbeat CPU  0 instructions:  180000000 cycles:  160827238 heartbeat IPC: 0.83724 cumulative IPC: 0.81326 (Simulation time: 0 hr 5 min 20 sec) 
Heartbeat CPU  0 instructions:  181000002 cycles:  162036553 heartbeat IPC: 0.82692 cumulative IPC: 0.81343 (Simulation time: 0 hr 5 min 23 sec) 
Heartbeat CPU  0 instructions:  182000001 cycles:  163232952 heartbeat IPC: 0.83584 cumulative IPC: 0.81370 (Simulation time: 0 hr 5 min 25 sec) 
Heartbeat CPU  0 instructions:  183000001 cycles:  164397170 heartbeat IPC: 0.85895 cumulative IPC: 0.81421 (Simulation time: 0 hr 5 min 27 sec) 
Heartbeat CPU  0 instructions:  184000000 cycles:  165566104 heartbeat IPC: 0.85548 cumulative IPC: 0.81468 (Simulation time: 0 hr 5 min 30 sec) 
Heartbeat CPU  0 instructions:  185000000 cycles:  166714842 heartbeat IPC: 0.87052 cumulative IPC: 0.81530 (Simulation time: 0 hr 5 min 32 sec) 
Heartbeat CPU  0 instructions:  186000000 cycles:  167902295 heartbeat IPC: 0.84214 cumulative IPC: 0.81560 (Simulation time: 0 hr 5 min 34 sec) 
Heartbeat CPU  0 instructions:  187000002 cycles:  169071641 heartbeat IPC: 0.85518 cumulative IPC: 0.81603 (Simulation time: 0 hr 5 min 37 sec) 
Heartbeat CPU  0 instructions:  188000000 cycles:  170211319 heartbeat IPC: 0.87744 cumulative IPC: 0.81668 (Simulation time: 0 hr 5 min 39 sec) 
Heartbeat CPU  0 instructions:  189000003 cycles:  171358793 heartbeat IPC: 0.87148 cumulative IPC: 0.81726 (Simulation time: 0 hr 5 min 41 sec) 
Heartbeat CPU  0 instructions:  190000003 cycles:  172499028 heartbeat IPC: 0.87701 cumulative IPC: 0.81788 (Simulation time: 0 hr 5 min 44 sec) 
Heartbeat CPU  0 instructions:  191000003 cycles:  173659161 heartbeat IPC: 0.86197 cumulative IPC: 0.81834 (Simulation time: 0 hr 5 min 46 sec) 
Heartbeat CPU  0 instructions:  192000000 cycles:  174821549 heartbeat IPC: 0.86030 cumulative IPC: 0.81877 (Simulation time: 0 hr 5 min 48 sec) 
Heartbeat CPU  0 instructions:  193000002 cycles:  175981110 heartbeat IPC: 0.86240 cumulative IPC: 0.81922 (Simulation time: 0 hr 5 min 51 sec) 
Heartbeat CPU  0 instructions:  194000000 cycles:  177141212 heartbeat IPC: 0.86199 cumulative IPC: 0.81965 (Simulation time: 0 hr 5 min 53 sec) 
Heartbeat CPU  0 instructions:  195000000 cycles:  178292964 heartbeat IPC: 0.86824 cumulative IPC: 0.82013 (Simulation time: 0 hr 5 min 55 sec) 
Heartbeat CPU  0 instructions:  196000000 cycles:  179441189 heartbeat IPC: 0.87091 cumulative IPC: 0.82063 (Simulation time: 0 hr 5 min 58 sec) 
Heartbeat CPU  0 instructions:  197000001 cycles:  180587687 heartbeat IPC: 0.87222 cumulative IPC: 0.82113 (Simulation time: 0 hr 6 min 0 sec) 
Heartbeat CPU  0 instructions:  198000001 cycles:  181736593 heartbeat IPC: 0.87039 cumulative IPC: 0.82161 (Simulation time: 0 hr 6 min 2 sec) 
Heartbeat CPU  0 instructions:  199000003 cycles:  183260210 heartbeat IPC: 0.65633 cumulative IPC: 0.81952 (Simulation time: 0 hr 6 min 5 sec) 
Heartbeat CPU  0 instructions:  200000000 cycles:  185491596 heartbeat IPC: 0.44815 cumulative IPC: 0.81279 (Simulation time: 0 hr 6 min 7 sec) 
Heartbeat CPU  0 instructions:  201000001 cycles:  187759123 heartbeat IPC: 0.44101 cumulative IPC: 0.80606 (Simulation time: 0 hr 6 min 10 sec) 
Heartbeat CPU  0 instructions:  202000000 cycles:  190067187 heartbeat IPC: 0.43326 cumulative IPC: 0.79932 (Simulation time: 0 hr 6 min 12 sec) 
Heartbeat CPU  0 instructions:  203000001 cycles:  192368496 heartbeat IPC: 0.43454 cumulative IPC: 0.79285 (Simulation time: 0 hr 6 min 15 sec) 
Heartbeat CPU  0 instructions:  204000000 cycles:  194655290 heartbeat IPC: 0.43729 cumulative IPC: 0.78670 (Simulation time: 0 hr 6 min 17 sec) 
Heartbeat CPU  0 instructions:  205000000 cycles:  196916541 heartbeat IPC: 0.44223 cumulative IPC: 0.78091 (Simulation time: 0 hr 6 min 19 sec) 
Heartbeat CPU  0 instructions:  206000001 cycles:  199204782 heartbeat IPC: 0.43702 cumulative IPC: 0.77516 (Simulation time: 0 hr 6 min 22 sec) 
Heartbeat CPU  0 instructions:  207000000 cycles:  201432786 heartbeat IPC: 0.44883 cumulative IPC: 0.76993 (Simulation time: 0 hr 6 min 24 sec) 
Heartbeat CPU  0 instructions:  208000000 cycles:  203737866 heartbeat IPC: 0.43382 cumulative IPC: 0.76444 (Simulation time: 0 hr 6 min 27 sec) 
Heartbeat CPU  0 instructions:  209000000 cycles:  206015060 heartbeat IPC: 0.43914 cumulative IPC: 0.75928 (Simulation time: 0 hr 6 min 29 sec) 
Heartbeat CPU  0 instructions:  210000000 cycles:  208280757 heartbeat IPC: 0.44137 cumulative IPC: 0.75434 (Simulation time: 0 hr 6 min 32 sec) 
Heartbeat CPU  0 instructions:  211000000 cycles:  210534919 heartbeat IPC: 0.44362 cumulative IPC: 0.74961 (Simulation time: 0 hr 6 min 34 sec) 
Heartbeat CPU  0 instructions:  212000000 cycles:  212868015 heartbeat IPC: 0.42862 cumulative IPC: 0.74463 (Simulation time: 0 hr 6 min 37 sec) 
Heartbeat CPU  0 instructions:  213000003 cycles:  215208169 heartbeat IPC: 0.42732 cumulative IPC: 0.73977 (Simulation time: 0 hr 6 min 39 sec) 
Heartbeat CPU  0 instructions:  214000002 cycles:  217555414 heartbeat IPC: 0.42603 cumulative IPC: 0.73502 (Simulation time: 0 hr 6 min 42 sec) 
Heartbeat CPU  0 instructions:  215000002 cycles:  219840428 heartbeat IPC: 0.43763 cumulative IPC: 0.73071 (Simulation time: 0 hr 6 min 44 sec) 
Heartbeat CPU  0 instructions:  216000000 cycles:  222116368 heartbeat IPC: 0.43938 cumulative IPC: 0.72655 (Simulation time: 0 hr 6 min 47 sec) 
Heartbeat CPU  0 instructions:  217000001 cycles:  224404104 heartbeat IPC: 0.43711 cumulative IPC: 0.72246 (Simulation time: 0 hr 6 min 49 sec) 
Heartbeat CPU  0 instructions:  218000000 cycles:  226688735 heartbeat IPC: 0.43771 cumulative IPC: 0.71850 (Simulation time: 0 hr 6 min 51 sec) 
Heartbeat CPU  0 instructions:  219000000 cycles:  228527151 heartbeat IPC: 0.54395 cumulative IPC: 0.71657 (Simulation time: 0 hr 6 min 54 sec) 
Heartbeat CPU  0 instructions:  220000000 cycles:  230544864 heartbeat IPC: 0.49561 cumulative IPC: 0.71392 (Simulation time: 0 hr 6 min 58 sec) 
Heartbeat CPU  0 instructions:  221000000 cycles:  232753247 heartbeat IPC: 0.45282 cumulative IPC: 0.71053 (Simulation time: 0 hr 7 min 1 sec) 
Heartbeat CPU  0 instructions:  222000000 cycles:  234972210 heartbeat IPC: 0.45066 cumulative IPC: 0.70719 (Simulation time: 0 hr 7 min 5 sec) 
Heartbeat CPU  0 instructions:  223000000 cycles:  237185547 heartbeat IPC: 0.45181 cumulative IPC: 0.70395 (Simulation time: 0 hr 7 min 9 sec) 
Heartbeat CPU  0 instructions:  224000000 cycles:  239391619 heartbeat IPC: 0.45329 cumulative IPC: 0.70083 (Simulation time: 0 hr 7 min 12 sec) 
Heartbeat CPU  0 instructions:  225000000 cycles:  241595258 heartbeat IPC: 0.45379 cumulative IPC: 0.69779 (Simulation time: 0 hr 7 min 16 sec) 
Heartbeat CPU  0 instructions:  226000000 cycles:  243794852 heartbeat IPC: 0.45463 cumulative IPC: 0.69484 (Simulation time: 0 hr 7 min 20 sec) 
Heartbeat CPU  0 instructions:  227000000 cycles:  245999924 heartbeat IPC: 0.45350 cumulative IPC: 0.69194 (Simulation time: 0 hr 7 min 23 sec) 
Heartbeat CPU  0 instructions:  228000000 cycles:  248194344 heartbeat IPC: 0.45570 cumulative IPC: 0.68915 (Simulation time: 0 hr 7 min 27 sec) 
Heartbeat CPU  0 instructions:  229000000 cycles:  250392485 heartbeat IPC: 0.45493 cumulative IPC: 0.68641 (Simulation time: 0 hr 7 min 31 sec) 
Heartbeat CPU  0 instructions:  230000000 cycles:  252587058 heartbeat IPC: 0.45567 cumulative IPC: 0.68375 (Simulation time: 0 hr 7 min 34 sec) 
Heartbeat CPU  0 instructions:  231000000 cycles:  254796512 heartbeat IPC: 0.45260 cumulative IPC: 0.68109 (Simulation time: 0 hr 7 min 38 sec) 
Heartbeat CPU  0 instructions:  232000000 cycles:  256999235 heartbeat IPC: 0.45398 cumulative IPC: 0.67852 (Simulation time: 0 hr 7 min 42 sec) 
Heartbeat CPU  0 instructions:  233000001 cycles:  259189863 heartbeat IPC: 0.45649 cumulative IPC: 0.67605 (Simulation time: 0 hr 7 min 45 sec) 
Heartbeat CPU  0 instructions:  234000000 cycles:  260764753 heartbeat IPC: 0.63496 cumulative IPC: 0.67572 (Simulation time: 0 hr 7 min 48 sec) 
Heartbeat CPU  0 instructions:  235000003 cycles:  262222594 heartbeat IPC: 0.68595 cumulative IPC: 0.67580 (Simulation time: 0 hr 7 min 50 sec) 
Heartbeat CPU  0 instructions:  236000000 cycles:  263581750 heartbeat IPC: 0.73575 cumulative IPC: 0.67620 (Simulation time: 0 hr 7 min 53 sec) 
Heartbeat CPU  0 instructions:  237000001 cycles:  264929692 heartbeat IPC: 0.74187 cumulative IPC: 0.67664 (Simulation time: 0 hr 7 min 55 sec) 
Heartbeat CPU  0 instructions:  238000000 cycles:  266276956 heartbeat IPC: 0.74224 cumulative IPC: 0.67707 (Simulation time: 0 hr 7 min 57 sec) 
Heartbeat CPU  0 instructions:  239000002 cycles:  267622972 heartbeat IPC: 0.74293 cumulative IPC: 0.67750 (Simulation time: 0 hr 8 min 0 sec) 
Heartbeat CPU  0 instructions:  240000000 cycles:  268949259 heartbeat IPC: 0.75398 cumulative IPC: 0.67800 (Simulation time: 0 hr 8 min 2 sec) 
Heartbeat CPU  0 instructions:  241000000 cycles:  270286015 heartbeat IPC: 0.74808 cumulative IPC: 0.67845 (Simulation time: 0 hr 8 min 4 sec) 
Heartbeat CPU  0 instructions:  242000003 cycles:  271621625 heartbeat IPC: 0.74872 cumulative IPC: 0.67890 (Simulation time: 0 hr 8 min 7 sec) 
Heartbeat CPU  0 instructions:  243000002 cycles:  272949786 heartbeat IPC: 0.75292 cumulative IPC: 0.67936 (Simulation time: 0 hr 8 min 9 sec) 
Heartbeat CPU  0 instructions:  244000000 cycles:  274302688 heartbeat IPC: 0.73915 cumulative IPC: 0.67974 (Simulation time: 0 hr 8 min 11 sec) 
Heartbeat CPU  0 instructions:  245000001 cycles:  275645817 heartbeat IPC: 0.74453 cumulative IPC: 0.68015 (Simulation time: 0 hr 8 min 14 sec) 
Heartbeat CPU  0 instructions:  246000002 cycles:  276985435 heartbeat IPC: 0.74648 cumulative IPC: 0.68057 (Simulation time: 0 hr 8 min 16 sec) 
Heartbeat CPU  0 instructions:  247000000 cycles:  278306514 heartbeat IPC: 0.75696 cumulative IPC: 0.68103 (Simulation time: 0 hr 8 min 18 sec) 
Heartbeat CPU  0 instructions:  248000000 cycles:  279652447 heartbeat IPC: 0.74298 cumulative IPC: 0.68142 (Simulation time: 0 hr 8 min 21 sec) 
Heartbeat CPU  0 instructions:  249000001 cycles:  281015083 heartbeat IPC: 0.73387 cumulative IPC: 0.68174 (Simulation time: 0 hr 8 min 23 sec) 
Heartbeat CPU  0 instructions:  250000003 cycles:  282381403 heartbeat IPC: 0.73189 cumulative IPC: 0.68206 (Simulation time: 0 hr 8 min 26 sec) 
Heartbeat CPU  0 instructions:  251000000 cycles:  283749246 heartbeat IPC: 0.73108 cumulative IPC: 0.68236 (Simulation time: 0 hr 8 min 28 sec) 
Heartbeat CPU  0 instructions:  252000000 cycles:  285087347 heartbeat IPC: 0.74733 cumulative IPC: 0.68275 (Simulation time: 0 hr 8 min 30 sec) 
Heartbeat CPU  0 instructions:  253000000 cycles:  286432727 heartbeat IPC: 0.74328 cumulative IPC: 0.68311 (Simulation time: 0 hr 8 min 33 sec) 
Heartbeat CPU  0 instructions:  254000001 cycles:  287783069 heartbeat IPC: 0.74055 cumulative IPC: 0.68346 (Simulation time: 0 hr 8 min 35 sec) 
Heartbeat CPU  0 instructions:  255000002 cycles:  289105628 heartbeat IPC: 0.75611 cumulative IPC: 0.68388 (Simulation time: 0 hr 8 min 37 sec) 
Heartbeat CPU  0 instructions:  256000000 cycles:  290449992 heartbeat IPC: 0.74384 cumulative IPC: 0.68424 (Simulation time: 0 hr 8 min 40 sec) 
Heartbeat CPU  0 instructions:  257000001 cycles:  292286120 heartbeat IPC: 0.54462 cumulative IPC: 0.68312 (Simulation time: 0 hr 8 min 42 sec) 
Heartbeat CPU  0 instructions:  258000002 cycles:  294320881 heartbeat IPC: 0.49146 cumulative IPC: 0.68144 (Simulation time: 0 hr 8 min 45 sec) 
Heartbeat CPU  0 instructions:  259000000 cycles:  296404773 heartbeat IPC: 0.47987 cumulative IPC: 0.67964 (Simulation time: 0 hr 8 min 47 sec) 
Heartbeat CPU  0 instructions:  260000000 cycles:  298519661 heartbeat IPC: 0.47284 cumulative IPC: 0.67779 (Simulation time: 0 hr 8 min 50 sec) 
Heartbeat CPU  0 instructions:  261000003 cycles:  300612517 heartbeat IPC: 0.47782 cumulative IPC: 0.67603 (Simulation time: 0 hr 8 min 52 sec) 
Heartbeat CPU  0 instructions:  262000003 cycles:  302675311 heartbeat IPC: 0.48478 cumulative IPC: 0.67439 (Simulation time: 0 hr 8 min 54 sec) 
Heartbeat CPU  0 instructions:  263000000 cycles:  304723143 heartbeat IPC: 0.48832 cumulative IPC: 0.67282 (Simulation time: 0 hr 8 min 57 sec) 
Heartbeat CPU  0 instructions:  264000000 cycles:  306775449 heartbeat IPC: 0.48726 cumulative IPC: 0.67126 (Simulation time: 0 hr 8 min 59 sec) 
Heartbeat CPU  0 instructions:  265000003 cycles:  308863957 heartbeat IPC: 0.47881 cumulative IPC: 0.66963 (Simulation time: 0 hr 9 min 2 sec) 
Heartbeat CPU  0 instructions:  266000000 cycles:  310977561 heartbeat IPC: 0.47312 cumulative IPC: 0.66796 (Simulation time: 0 hr 9 min 4 sec) 
Heartbeat CPU  0 instructions:  267000001 cycles:  313027686 heartbeat IPC: 0.48778 cumulative IPC: 0.66648 (Simulation time: 0 hr 9 min 7 sec) 
Heartbeat CPU  0 instructions:  268000000 cycles:  315047811 heartbeat IPC: 0.49502 cumulative IPC: 0.66511 (Simulation time: 0 hr 9 min 9 sec) 
Heartbeat CPU  0 instructions:  269000000 cycles:  317166743 heartbeat IPC: 0.47194 cumulative IPC: 0.66350 (Simulation time: 0 hr 9 min 12 sec) 
Heartbeat CPU  0 instructions:  270000000 cycles:  319310889 heartbeat IPC: 0.46639 cumulative IPC: 0.66186 (Simulation time: 0 hr 9 min 14 sec) 
Heartbeat CPU  0 instructions:  271000002 cycles:  321440761 heartbeat IPC: 0.46951 cumulative IPC: 0.66028 (Simulation time: 0 hr 9 min 17 sec) 
Heartbeat CPU  0 instructions:  272000000 cycles:  323530301 heartbeat IPC: 0.47857 cumulative IPC: 0.65882 (Simulation time: 0 hr 9 min 19 sec) 
Heartbeat CPU  0 instructions:  273000001 cycles:  325601934 heartbeat IPC: 0.48271 cumulative IPC: 0.65744 (Simulation time: 0 hr 9 min 22 sec) 
Heartbeat CPU  0 instructions:  274000001 cycles:  327709420 heartbeat IPC: 0.47450 cumulative IPC: 0.65598 (Simulation time: 0 hr 9 min 24 sec) 
Heartbeat CPU  0 instructions:  275000002 cycles:  329779083 heartbeat IPC: 0.48317 cumulative IPC: 0.65464 (Simulation time: 0 hr 9 min 27 sec) 
Heartbeat CPU  0 instructions:  276000000 cycles:  331745234 heartbeat IPC: 0.50861 cumulative IPC: 0.65358 (Simulation time: 0 hr 9 min 29 sec) 
Heartbeat CPU  0 instructions:  277000003 cycles:  333582717 heartbeat IPC: 0.54422 cumulative IPC: 0.65284 (Simulation time: 0 hr 9 min 33 sec) 
Heartbeat CPU  0 instructions:  278000003 cycles:  335766948 heartbeat IPC: 0.45783 cumulative IPC: 0.65128 (Simulation time: 0 hr 9 min 37 sec) 
Heartbeat CPU  0 instructions:  279000003 cycles:  337975981 heartbeat IPC: 0.45269 cumulative IPC: 0.64969 (Simulation time: 0 hr 9 min 40 sec) 
Heartbeat CPU  0 instructions:  280000000 cycles:  340193999 heartbeat IPC: 0.45085 cumulative IPC: 0.64810 (Simulation time: 0 hr 9 min 44 sec) 
Heartbeat CPU  0 instructions:  281000003 cycles:  342405975 heartbeat IPC: 0.45209 cumulative IPC: 0.64655 (Simulation time: 0 hr 9 min 48 sec) 
Heartbeat CPU  0 instructions:  282000003 cycles:  344617762 heartbeat IPC: 0.45212 cumulative IPC: 0.64503 (Simulation time: 0 hr 9 min 51 sec) 
Heartbeat CPU  0 instructions:  283000003 cycles:  346818772 heartbeat IPC: 0.45434 cumulative IPC: 0.64355 (Simulation time: 0 hr 9 min 55 sec) 
Heartbeat CPU  0 instructions:  284000000 cycles:  349018997 heartbeat IPC: 0.45450 cumulative IPC: 0.64210 (Simulation time: 0 hr 9 min 59 sec) 
Heartbeat CPU  0 instructions:  285000003 cycles:  351220529 heartbeat IPC: 0.45423 cumulative IPC: 0.64067 (Simulation time: 0 hr 10 min 2 sec) 
Heartbeat CPU  0 instructions:  286000003 cycles:  353420566 heartbeat IPC: 0.45454 cumulative IPC: 0.63926 (Simulation time: 0 hr 10 min 6 sec) 
Heartbeat CPU  0 instructions:  287000003 cycles:  355618945 heartbeat IPC: 0.45488 cumulative IPC: 0.63788 (Simulation time: 0 hr 10 min 10 sec) 
Heartbeat CPU  0 instructions:  288000000 cycles:  357817465 heartbeat IPC: 0.45485 cumulative IPC: 0.63651 (Simulation time: 0 hr 10 min 13 sec) 
Heartbeat CPU  0 instructions:  289000003 cycles:  360023923 heartbeat IPC: 0.45322 cumulative IPC: 0.63515 (Simulation time: 0 hr 10 min 17 sec) 
Heartbeat CPU  0 instructions:  290000003 cycles:  362228844 heartbeat IPC: 0.45353 cumulative IPC: 0.63382 (Simulation time: 0 hr 10 min 21 sec) 
Heartbeat CPU  0 instructions:  291000002 cycles:  364485804 heartbeat IPC: 0.44307 cumulative IPC: 0.63239 (Simulation time: 0 hr 10 min 24 sec) 
Heartbeat CPU  0 instructions:  292000000 cycles:  366648417 heartbeat IPC: 0.46240 cumulative IPC: 0.63118 (Simulation time: 0 hr 10 min 27 sec) 
Heartbeat CPU  0 instructions:  293000002 cycles:  368722934 heartbeat IPC: 0.48204 cumulative IPC: 0.63017 (Simulation time: 0 hr 10 min 29 sec) 
Heartbeat CPU  0 instructions:  294000000 cycles:  370809388 heartbeat IPC: 0.47928 cumulative IPC: 0.62915 (Simulation time: 0 hr 10 min 32 sec) 
Heartbeat CPU  0 instructions:  295000002 cycles:  372860204 heartbeat IPC: 0.48761 cumulative IPC: 0.62822 (Simulation time: 0 hr 10 min 34 sec) 
Heartbeat CPU  0 instructions:  296000000 cycles:  374883851 heartbeat IPC: 0.49416 cumulative IPC: 0.62735 (Simulation time: 0 hr 10 min 37 sec) 
Heartbeat CPU  0 instructions:  297000002 cycles:  376909823 heartbeat IPC: 0.49359 cumulative IPC: 0.62649 (Simulation time: 0 hr 10 min 39 sec) 
Heartbeat CPU  0 instructions:  298000000 cycles:  378947487 heartbeat IPC: 0.49076 cumulative IPC: 0.62561 (Simulation time: 0 hr 10 min 41 sec) 
Heartbeat CPU  0 instructions:  299000000 cycles:  380994976 heartbeat IPC: 0.48840 cumulative IPC: 0.62473 (Simulation time: 0 hr 10 min 44 sec) 
Heartbeat CPU  0 instructions:  300000000 cycles:  383059211 heartbeat IPC: 0.48444 cumulative IPC: 0.62383 (Simulation time: 0 hr 10 min 46 sec) 
Heartbeat CPU  0 instructions:  301000000 cycles:  385075068 heartbeat IPC: 0.49607 cumulative IPC: 0.62303 (Simulation time: 0 hr 10 min 49 sec) 
Heartbeat CPU  0 instructions:  302000000 cycles:  387075717 heartbeat IPC: 0.49984 cumulative IPC: 0.62227 (Simulation time: 0 hr 10 min 51 sec) 
Heartbeat CPU  0 instructions:  303000000 cycles:  389168214 heartbeat IPC: 0.47790 cumulative IPC: 0.62135 (Simulation time: 0 hr 10 min 54 sec) 
Heartbeat CPU  0 instructions:  304000000 cycles:  391276513 heartbeat IPC: 0.47432 cumulative IPC: 0.62040 (Simulation time: 0 hr 10 min 56 sec) 
Heartbeat CPU  0 instructions:  305000000 cycles:  393355907 heartbeat IPC: 0.48091 cumulative IPC: 0.61953 (Simulation time: 0 hr 10 min 59 sec) 
Heartbeat CPU  0 instructions:  306000000 cycles:  395419597 heartbeat IPC: 0.48457 cumulative IPC: 0.61869 (Simulation time: 0 hr 11 min 1 sec) 
Heartbeat CPU  0 instructions:  307000001 cycles:  397482059 heartbeat IPC: 0.48486 cumulative IPC: 0.61787 (Simulation time: 0 hr 11 min 4 sec) 
Heartbeat CPU  0 instructions:  308000000 cycles:  399561634 heartbeat IPC: 0.48087 cumulative IPC: 0.61702 (Simulation time: 0 hr 11 min 6 sec) 
Heartbeat CPU  0 instructions:  309000000 cycles:  401601447 heartbeat IPC: 0.49024 cumulative IPC: 0.61626 (Simulation time: 0 hr 11 min 9 sec) 
Heartbeat CPU  0 instructions:  310000003 cycles:  403528877 heartbeat IPC: 0.51883 cumulative IPC: 0.61571 (Simulation time: 0 hr 11 min 11 sec) 
Heartbeat CPU  0 instructions:  311000003 cycles:  405258142 heartbeat IPC: 0.57828 cumulative IPC: 0.61552 (Simulation time: 0 hr 11 min 15 sec) 
Heartbeat CPU  0 instructions:  312000000 cycles:  407416315 heartbeat IPC: 0.46335 cumulative IPC: 0.61457 (Simulation time: 0 hr 11 min 18 sec) 
Heartbeat CPU  0 instructions:  313000003 cycles:  409620098 heartbeat IPC: 0.45377 cumulative IPC: 0.61355 (Simulation time: 0 hr 11 min 22 sec) 
